海南航空股份有限公司电子客票出票报表
单位名称:,珠海泰申发展有限公司
第一部分:,销售明细
销售日期:,2010-11-01至2010-11-29

交易编号,起始票号,终止票号,PNR,人数,旅客类型,航段数,航段,航班号,舱位,航班日期,币种,票面金额,机场税,燃油税,其它税,票款总额,代理费,基础代理费,附加代理费,银行支付金额,E付卡支付金额,支付银行,银行订单号,E付卡支付订单号,出票时间,销售人ID,出票人ID,出票类型,原起始票号,原终止票号
'201011151139043743,880-2120855608,880-2120855608,DPDBP,1,成人,1,SZXPEK,HU7702,Q,20101116,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111501535978,-,2010-11-15 11:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151148034097,880-2120856111,880-2120856112,F4DV0,2,成人,1,PEKSZX,HU7701,K,20101116,人民币,2800.0,100.0,140.0,0.0,2760.0,280.0,84.0,196.0,2760.0,0.0,BILL99YS-HUB2C,'2010111501536177,-,2010-11-15 11:49,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151159284570,880-2120856846,880-2120856851,GSX78,6,成人,1,SZXHAK,HU7016,Q,20101120,人民币,2460.0,300.0,240.0,0.0,2730.0,270.0,72.0,198.0,2730.0,0.0,BILL99YS-HUB2C,'2010111501536469,-,2010-11-15 12:02,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151201594660,880-2120856957,880-2120856958,BMTCL,2,成人,1,SZXHAK,HU7018,H,20101115,人民币,1180.0,100.0,80.0,0.0,1230.0,130.0,36.0,94.0,1230.0,0.0,BILL99YS-HUB2C,'2010111501536535,-,2010-11-15 12:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151216445185,880-2120859066,880-2120859068,VJP6S,3,成人,1,SZXDLC,HU7717,Q,20101116,人民币,3660.0,150.0,210.0,0.0,3543.0,477.0,111.0,366.0,3543.0,0.0,BILL99YS-HUB2C,'2010111501536816,-,2010-11-15 12:50,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151250046293,880-2120859181,880-2120859183,VJQX3,3,成人,1,SZXNKG,HU7763,Q,20101117,人民币,2490.0,150.0,210.0,0.0,2526.0,324.0,75.0,249.0,2526.0,0.0,BILL99YS-HUB2C,'2010111501537431,-,2010-11-15 12:54,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151252006351,880-2120859283,880-2120859283,B2DNG,1,成人,1,SZXPEK,HU7704,Q,20101117,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111501537455,-,2010-11-15 12:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151333467611,880-2120860812,880-2120860813,J7JV7,2,成人,1,SZXKWE,HU7741,U,20101121,人民币,840.0,100.0,140.0,0.0,986.0,94.0,26.0,68.0,986.0,0.0,BILL99YS-HUB2C,'2010111501538079,-,2010-11-15 13:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151344027959,880-2120861262,880-2120861262,TBGJ0,1,成人,1,SZXCSX,HU7185,Q,20101116,人民币,440.0,50.0,40.0,0.0,482.0,48.0,13.0,35.0,482.0,0.0,BILL99YS-HUB2C,'2010111501538246,-,2010-11-15 13:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151342527927,880-2120861212,880-2120861212,YFHHT,1,成人,1,PEKSZX,HU7701,F,20101115,人民币,4030.0,50.0,70.0,0.0,3707.0,443.0,121.0,322.0,3707.0,0.0,BILL99YS-HUB2C,'2010111501538230,-,2010-11-15 13:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151346038029,880-2120861388,880-2120861388,D9TN9,1,成人,1,NKGSZX,HU7764,M,20101117,人民币,970.0,50.0,70.0,0.0,1003.0,87.0,29.0,58.0,1003.0,0.0,BILL99YS-HUB2C,'2010111501538283,-,2010-11-15 13:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151350508161,880-2120861674,880-2120861674,GWFGW,1,成人,1,CTUSZX,HU7328,X,20101118,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501538356,-,2010-11-15 13:51,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151351428184,880-2120861834,880-2120861834,CGM3R,1,成人,1,SZXPEK,HU7704,F,20101118,人民币,4030.0,50.0,70.0,0.0,3626.0,524.0,121.0,403.0,3626.0,0.0,BILL99YS-HUB2C,'2010111501538410,-,2010-11-15 13:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151410408731,880-2120862568,880-2120862569,EBSZ6,2,成人,1,XMNSZX,HU7710,F,20101116,人民币,2380.0,100.0,80.0,0.0,2392.0,168.0,72.0,96.0,2392.0,0.0,BILL99YS-HUB2C,'2010111501538725,-,2010-11-15 14:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151413438830,880-2120862611,880-2120862612,TWGHK,2,成人,1,CSXSZX,HU7186,M,20101116,人民币,1020.0,100.0,80.0,0.0,1118.0,82.0,30.0,52.0,1118.0,0.0,BILL99YS-HUB2C,'2010111501538741,-,2010-11-15 14:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151420219040,880-2120862884,880-2120862884,CM4YX,1,成人,1,SZXTNA,HU7715,F,20101117,人民币,2550.0,50.0,70.0,0.0,2338.0,332.0,77.0,255.0,2338.0,0.0,BILL99YS-HUB2C,'2010111501538849,-,2010-11-15 14:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151429449345,880-2120863288,880-2120863288,HF3HK,1,成人,1,PEKSZX,HU7701,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111501538997,-,2010-11-15 14:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151441429725,880-2120863881,880-2120863881,T5ZVX,1,成人,1,SHESZX,HU7730,U,20101119,人民币,1030.0,50.0,70.0,0.0,1067.0,83.0,31.0,52.0,1067.0,0.0,BILL99YS-HUB2C,'2010111501539192,-,2010-11-15 14:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151454381157,880-2120864450,880-2120864450,JYBHR,1,成人,1,WUHSZX,HU7730,F,20101115,人民币,1470.0,50.0,70.0,0.0,1458.0,132.0,44.0,88.0,1458.0,0.0,BILL99YS-HUB2C,'2010111501539412,-,2010-11-15 14:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151456101216,880-2120864524,880-2120864524,EEES2,1,成人,1,SZXCKG,HU7057,E,20101116,人民币,510.0,50.0,70.0,0.0,574.0,56.0,15.0,41.0,574.0,0.0,BILL99YS-HUB2C,'2010111501539441,-,2010-11-15 14:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151500161357,880-2120864845,880-2120864845,XGYVN,1,成人,1,CTUSZX,HU7328,Q,20101116,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111501539537,-,2010-11-15 15:02,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151515041875,880-2120865580,880-2120865580,VJV1Q,1,成人,1,CTUSZX,HU7328,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501539796,-,2010-11-15 15:16,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151517251967,880-2120865813,880-2120865813,GDSD8,1,成人,1,SZXSYX,HU7325,M,20101121,人民币,620.0,50.0,70.0,0.0,671.0,69.0,19.0,50.0,671.0,0.0,BILL99YS-HUB2C,'2010111501539857,-,2010-11-15 15:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151526302319,880-2120866431,880-2120866432,XCHYM,2,成人,1,XMNSZX,HU7710,F,20101116,人民币,2380.0,100.0,80.0,0.0,2392.0,168.0,72.0,96.0,2392.0,0.0,BILL99YS-HUB2C,'2010111501540072,-,2010-11-15 15:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151528272398,880-2120866513,880-2120866513,K5682,1,成人,1,SZXTAO,HU7721,Q,20101118,人民币,1100.0,50.0,70.0,0.0,1099.0,121.0,33.0,88.0,1099.0,0.0,BILL99YS-HUB2C,'2010111501540096,-,2010-11-15 15:31,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151547183100,880-2120867610,880-2120867610,WSR7B,1,成人,1,SZXKWE,HU7741,U,20101116,人民币,420.0,50.0,70.0,0.0,493.0,47.0,13.0,34.0,493.0,0.0,BILL99YS-HUB2C,'2010111501540494,-,2010-11-15 15:51,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151551303263,880-2120867755,880-2120867756,DPMHT,2,成人,1,CTUSZX,HU7752,X,20101116,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111501540559,-,2010-11-15 15:53,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151617284176,880-2120869235,880-2120869237,WX4NW,3,成人,1,SZXTSN,HU7204,E,20101122,人民币,2220.0,150.0,210.0,0.0,2337.0,243.0,66.0,177.0,2337.0,0.0,BILL99YS-HUB2C,'2010111501541054,-,2010-11-15 16:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151621354335,880-2120869478,880-2120869478,JH9T9,1,成人,1,SZXTSN,HU7204,E,20101122,人民币,740.0,50.0,70.0,0.0,779.0,81.0,22.0,59.0,779.0,0.0,BILL99YS-HUB2C,'2010111501541138,-,2010-11-15 16:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151626174500,880-2120869849,880-2120869850,W97MW,2,成人,2,SZXHAK//HAKSZX,HU7018//HU7017,M//M,20101116//20101119,人民币,1800.0,200.0,160.0,0.0,2004.0,156.0,56.0,100.0,2004.0,0.0,BILL99YS-HUB2C,'2010111501541271,-,2010-11-15 16:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151629514647,880-2120870652,880-2120870652,JKG5F,1,成人,1,CTUSZX,HU7328,Q,20101116,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111501541509,-,2010-11-15 16:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151624514448,880-2120870851,880-2120870851,L5CQX,1,成人,1,CTUSZX,HU7752,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501541558,-,2010-11-15 16:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151631584715,880-2120870925,880-2120870925,XGEEP,1,成人,1,SZXTSN,HU7204,E,20101122,人民币,740.0,50.0,70.0,0.0,779.0,81.0,22.0,59.0,779.0,0.0,BILL99YS-HUB2C,'2010111501541586,-,2010-11-15 16:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151648545342,880-2120871318,880-2120871319,Y59LG,2,成人,1,SZXSYX,HU7325,H,20101123,人民币,1520.0,100.0,140.0,0.0,1592.0,168.0,46.0,122.0,1592.0,0.0,BILL99YS-HUB2C,'2010111501541731,-,2010-11-15 16:50,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151655155560,880-2120871720,880-2120871720,CPXR5,1,成人,1,CTUSZX,HU7752,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501541864,-,2010-11-15 16:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151700185718,880-2120872068,880-2120872068,ZSEY4,1,成人,1,CTUSZX,HU7752,K,20101115,人民币,1130.0,50.0,70.0,0.0,1159.0,91.0,34.0,57.0,1159.0,0.0,BILL99YS-HUB2C,'2010111501541974,-,2010-11-15 17:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151703225838,880-2120872175,880-2120872175,KP4G6,1,成人,1,DLCSZX,HU7718,U,20101117,人民币,920.0,50.0,70.0,0.0,938.0,102.0,28.0,74.0,938.0,0.0,BILL99YS-HUB2C,'2010111501542006,-,2010-11-15 17:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151703595870,880-2120872243,880-2120872245,TF4VK,3,成人,1,SZXTYN,HU7326,Q,20101116,人民币,2790.0,150.0,210.0,0.0,2844.0,306.0,84.0,222.0,2844.0,0.0,BILL99YS-HUB2C,'2010111501542015,-,2010-11-15 17:05,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151711336105,880-2120872793,880-2120872793,WV28T,1,成人,1,CTUSZX,HU7752,X,20101119,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501542172,-,2010-11-15 17:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151724126505,880-2120873508,880-2120873510,F7DG8,3,成人,1,SZXNGB,HU7721,K,20101119,人民币,2790.0,150.0,210.0,0.0,2844.0,306.0,84.0,222.0,2844.0,0.0,BILL99YS-HUB2C,'2010111501542377,-,2010-11-15 17:26,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151730266673,880-2120873901,880-2120873901,VBPDG,1,成人,1,SZXSYX,HU7325,Y,20101118,人民币,890.0,50.0,70.0,0.0,912.0,98.0,27.0,71.0,912.0,0.0,BILL99YS-HUB2C,'2010111501542490,-,2010-11-15 17:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151730516691,880-2120873924,880-2120873924,YFTRH,1,成人,1,SZXTNA,HU7715,F,20101118,人民币,2550.0,50.0,70.0,0.0,2338.0,332.0,77.0,255.0,2338.0,0.0,BILL99YS-HUB2C,'2010111501542502,-,2010-11-15 17:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151732076756,880-2120873992,880-2120873992,TF4HW,1,成人,1,CTUSZX,HU7752,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501542518,-,2010-11-15 17:34,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151733356799,880-2120874031,880-2120874032,Z5R63,2,成人,1,SZXTSN,HU7204,E,20101121,人民币,1480.0,100.0,140.0,0.0,1558.0,162.0,44.0,118.0,1558.0,0.0,BILL99YS-HUB2C,'2010111501542545,-,2010-11-15 17:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151752167339,880-2120875446,880-2120875446,JTJ6Z,1,成人,1,SZXSYX,HU7325,M,20101121,人民币,620.0,50.0,70.0,0.0,671.0,69.0,19.0,50.0,671.0,0.0,BILL99YS-HUB2C,'2010111501543000,-,2010-11-15 18:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151753507381,880-2120875572,880-2120875572,F4C1D,1,成人,1,SZXTAO,HU7721,F,20101117,人民币,2750.0,50.0,70.0,0.0,2512.0,358.0,83.0,275.0,2512.0,0.0,BILL99YS-HUB2C,'2010111501543065,-,2010-11-15 18:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151803247640,880-2120875846,880-2120875846,T4E01,1,成人,1,PEKSZX,HU7703,Y,20101116,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111501543179,-,2010-11-15 18:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151809487775,880-2120876153,880-2120876153,BKKVJ,1,成人,1,TSNSZX,HU7203,Y,20101116,人民币,1850.0,50.0,70.0,0.0,1784.0,186.0,56.0,130.0,1784.0,0.0,BILL99YS-HUB2C,'2010111501543293,-,2010-11-15 18:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151812507858,880-2120876190,880-2120876191,H9JTG,2,成人,1,SZXTNA,HU7715,E,20101117,人民币,1360.0,100.0,140.0,0.0,1452.0,148.0,40.0,108.0,1452.0,0.0,BILL99YS-HUB2C,'2010111501543310,-,2010-11-15 18:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151826538128,880-2120876488,880-2120876488,H9LNL,1,成人,1,SZXHRB,HU7717,E,20101118,人民币,980.0,50.0,70.0,0.0,993.0,107.0,29.0,78.0,993.0,0.0,BILL99YS-HUB2C,'2010111501543427,-,2010-11-15 18:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151923569186,880-2120877478,880-2120877479,DJ8LP,2,成人,1,CGOSZX,HU7754,K,20101116,人民币,2260.0,100.0,140.0,0.0,2296.0,204.0,68.0,136.0,2296.0,0.0,BILL99YS-HUB2C,'2010111501543839,-,2010-11-15 19:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151928269258,880-2120877579,880-2120877579,LJ0M5,1,成人,1,SZXXIY,HU7884,U,20101116,人民币,730.0,50.0,70.0,0.0,770.0,80.0,22.0,58.0,770.0,0.0,BILL99YS-HUB2C,'2010111501543876,-,2010-11-15 19:31,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151952469679,880-2120878081,880-2120878082,WXLNH,2,成人,1,SZXNGB,HU7313,M,20101128,人民币,1620.0,100.0,140.0,0.0,1682.0,178.0,48.0,130.0,1682.0,0.0,BILL99YS-HUB2C,'2010111501544063,-,2010-11-15 19:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160846094463,880-2120882248,880-2120882249,K5PZH,2,成人,1,TNASZX,HU7716,F,20101117,人民币,5100.0,100.0,140.0,0.0,4828.0,512.0,154.0,358.0,4828.0,0.0,BILL99YS-HUB2C,'2010111601545700,-,2010-11-16 08:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160847484486,880-2120882282,880-2120882284,JQFEJ,3,成人,1,SZXCSX,HU7185,Q,20101117,人民币,1320.0,150.0,120.0,0.0,1446.0,144.0,39.0,105.0,1446.0,0.0,BILL99YS-HUB2C,'2010111601545708,-,2010-11-16 08:49,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160908364971,880-2120882883,880-2120882885,JXJYK,3,成人,1,SZXPEK,HU7704,Y,20101119,人民币,5250.0,150.0,210.0,0.0,5031.0,579.0,159.0,420.0,5031.0,0.0,BILL99YS-HUB2C,'2010111601545990,-,2010-11-16 09:10,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160920275287,880-2120883264,880-2120883266,BJS1L,3,成人,1,NGBSZX,HU7722,F,20101116,人民币,5220.0,150.0,210.0,0.0,5163.0,417.0,156.0,261.0,5163.0,0.0,BILL99YS-HUB2C,'2010111601546162,-,2010-11-16 09:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160921445331,880-2120883405,880-2120883405,TYZRR,1,成人,1,SZXNGB,HU7721,F,20101117,人民币,1740.0,50.0,70.0,0.0,1634.0,226.0,52.0,174.0,1634.0,0.0,BILL99YS-HUB2C,'2010111601546230,-,2010-11-16 09:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160927475529,880-2120883661,880-2120883661,X94BC,1,成人,1,SZXSHE,HU7729,E,20101124,人民币,910.0,50.0,70.0,0.0,930.0,100.0,27.0,73.0,930.0,0.0,BILL99YS-HUB2C,'2010111601546334,-,2010-11-16 09:31,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160931175655,880-2120883745,880-2120883745,E8D4T,1,成人,1,SZXTAO,HU7721,Y,20101117,人民币,1830.0,50.0,70.0,0.0,1749.0,201.0,55.0,146.0,1749.0,0.0,BILL99YS-HUB2C,'2010111601546362,-,2010-11-16 09:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160928455557,880-2120883700,880-2120883701,Z9614,2,成人,1,CSXSZX,HU7186,Q,20101119,人民币,880.0,100.0,80.0,0.0,990.0,70.0,26.0,44.0,990.0,0.0,BILL99YS-HUB2C,'2010111601546349,-,2010-11-16 09:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160942346012,880-2120884319,880-2120884319,EP65T,1,成人,1,SZXCTU,HU7751,E,20101116,人民币,560.0,50.0,70.0,0.0,618.0,62.0,17.0,45.0,618.0,0.0,BILL99YS-HUB2C,'2010111601546574,-,2010-11-16 09:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160953516427,880-2120884767,880-2120884767,J892K,1,成人,1,DLCSZX,HU7718,E,20101118,人民币,820.0,50.0,70.0,0.0,849.0,91.0,25.0,66.0,849.0,0.0,BILL99YS-HUB2C,'2010111601546771,-,2010-11-16 09:54,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160953186406,880-2120884810,880-2120884810,EP7PV,1,成人,1,SZXTNA,HU7715,E,20101117,人民币,680.0,50.0,70.0,0.0,726.0,74.0,20.0,54.0,726.0,0.0,BILL99YS-HUB2C,'2010111601546788,-,2010-11-16 09:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011160955196475,880-2120884835,880-2120884836,BSCLL,2,成人,1,SZXPEK,HU7702,K,20101117,人民币,2800.0,100.0,140.0,0.0,2732.0,308.0,84.0,224.0,2732.0,0.0,BILL99YS-HUB2C,'2010111601546807,-,2010-11-16 09:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161019197432,880-2120886342,880-2120886342,KKW6P,1,成人,1,SZXSHE,HU7729,X,20101118,人民币,1140.0,50.0,70.0,0.0,1135.0,125.0,34.0,91.0,1135.0,0.0,BILL99YS-HUB2C,'2010111601547450,-,2010-11-16 10:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161024297651,880-2120886406,880-2120886407,XPZJF,2,成人,1,CTUSZX,HU7752,X,20101128,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111601547478,-,2010-11-16 10:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161027317795,880-2120886814,880-2120886816,FFR51,3,成人,1,PEKSZX,HU7703,K,20101118,人民币,4200.0,150.0,210.0,0.0,4140.0,420.0,126.0,294.0,4140.0,0.0,BILL99YS-HUB2C,'2010111601547619,-,2010-11-16 10:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161041318310,880-2120887872,880-2120887875,XTL2K,4,成人,1,CTUSZX,HU7752,X,20101119,人民币,2840.0,200.0,280.0,0.0,3092.0,228.0,84.0,144.0,3092.0,0.0,BILL99YS-HUB2C,'2010111601547824,-,2010-11-16 10:53,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161055008808,880-2120888019,880-2120888019,XF742,1,成人,1,CTUSZX,HU7752,X,20101119,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111601548131,-,2010-11-16 10:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161058328970,880-2120888298,880-2120888298,JFT9C,1,成人,1,SZXPEK,HU7702,Q,20101117,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111601548223,-,2010-11-16 11:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161135201327,880-2120890501,880-2120890503,XHNSN,3,成人,1,SZXTAO,HU7721,Y,20101117,人民币,5490.0,150.0,210.0,0.0,5247.0,603.0,165.0,438.0,5247.0,0.0,BILL99YS-HUB2C,'2010111601548979,-,2010-11-16 11:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161143171612,880-2120890968,880-2120890968,VGH60,1,成人,1,SZXTAO,HU7721,Y,20101117,人民币,1830.0,50.0,70.0,0.0,1749.0,201.0,55.0,146.0,1749.0,0.0,BILL99YS-HUB2C,'2010111601549182,-,2010-11-16 11:46,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161147101753,880-2120891056,880-2120891058,GY69Y,3,成人,1,CTUSZX,HU7752,X,20101118,人民币,2130.0,150.0,210.0,0.0,2319.0,171.0,63.0,108.0,2319.0,0.0,BILL99YS-HUB2C,'2010111601549230,-,2010-11-16 11:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161153151978,880-2120891451,880-2120891451,EJ3M7,1,成人,1,SZXPEK,HU7704,Q,20101118,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111601549381,-,2010-11-16 11:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161148441820,880-2120891410,880-2120891410,JFR6W,1,成人,1,TSNSZX,HU7203,H,20101117,人民币,1570.0,50.0,70.0,0.0,1533.0,157.0,47.0,110.0,1533.0,0.0,BILL99YS-HUB2C,'2010111601549261,-,2010-11-16 11:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161156482120,880-2120891625,880-2120891626,KGVR9,2,成人,1,CSXSZX,HU7186,B,20101117,人民币,1320.0,100.0,80.0,0.0,1394.0,106.0,40.0,66.0,1394.0,0.0,BILL99YS-HUB2C,'2010111601549434,-,2010-11-16 11:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161200532273,880-2120892016,880-2120892016,GY6L4,1,成人,1,URCSZX,HU7743,M,20101118,人民币,1990.0,50.0,70.0,0.0,1950.0,160.0,60.0,100.0,1950.0,0.0,BILL99YS-HUB2C,'2010111601549548,-,2010-11-16 12:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161224323027,880-2120892994,880-2120892994,CD7EC,1,成人,1,CTUSZX,HU7752,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111601549975,-,2010-11-16 12:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161243463559,880-2120893708,880-2120893708,HB1ZM,1,成人,1,NGBSZX,HU7314,L,20101117,人民币,870.0,50.0,70.0,0.0,929.0,61.0,26.0,35.0,929.0,0.0,BILL99YS-HUB2C,'2010111601550215,-,2010-11-16 12:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161305304201,880-2120894592,880-2120894594,E3M54,3,成人,1,WUHSZX,HU7730,K,20101117,人民币,2340.0,150.0,210.0,0.0,2490.0,210.0,69.0,141.0,2490.0,0.0,BILL99YS-HUB2C,'2010111601550566,-,2010-11-16 13:08,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161323494700,880-2120895244,880-2120895244,ELTCB,1,成人,1,SZXHAK,HU7044,Y,20101116,人民币,690.0,50.0,40.0,0.0,704.0,76.0,21.0,55.0,704.0,0.0,BILL99YS-HUB2C,'2010111601550803,-,2010-11-16 13:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161325484753,880-2120895319,880-2120895319,BR1DH,1,成人,1,SZXTNA,HU7715,B,20101117,人民币,1530.0,50.0,70.0,0.0,1451.0,199.0,46.0,153.0,1451.0,0.0,BILL99YS-HUB2C,'2010111601550836,-,2010-11-16 13:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161331384911,880-2120895498,880-2120895499,JQ9WC,2,成人,1,SZXHAK,HU7018,K,20101117,人民币,1100.0,100.0,80.0,0.0,1158.0,122.0,34.0,88.0,1158.0,0.0,BILL99YS-HUB2C,'2010111601550918,-,2010-11-16 13:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011161335495030,880-2120895820,880-2120895820,FQM3R,1,成人,1,CTUSZX,HU7328,X,20101118,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111601551055,-,2010-11-16 13:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
