海南航空股份有限公司电子客票出票报表
单位名称:,珠海泰申发展有限公司
第一部分:,销售明细
销售日期:,2010-11-01至2010-11-29

交易编号,起始票号,终止票号,PNR,人数,旅客类型,航段数,航段,航班号,舱位,航班日期,币种,票面金额,机场税,燃油税,其它税,票款总额,代理费,基础代理费,附加代理费,银行支付金额,E付卡支付金额,支付银行,银行订单号,E付卡支付订单号,出票时间,销售人ID,出票人ID,出票类型,原起始票号,原终止票号
'201011081611477332,880-2120649408,880-2120649408,EQX51,1,成人,1,SZXTAO,HU7721,Q,20101110,人民币,1100.0,50.0,70.0,0.0,1099.0,121.0,33.0,88.0,1099.0,0.0,BILL99YS-HUB2C,'2010110801455857,-,2010-11-08 16:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081612307358,880-2120649488,880-2120649488,JB5GT,1,成人,1,XIYSZX,HU7873,X,20101114,人民币,820.0,50.0,70.0,0.0,874.0,66.0,25.0,41.0,874.0,0.0,BILL99YS-HUB2C,'2010110801455885,-,2010-11-08 16:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081628547927,880-2120650316,880-2120650316,BP3VS,1,成人,1,XMNSZX,HU7710,F,20101110,人民币,1190.0,50.0,40.0,0.0,1196.0,84.0,36.0,48.0,1196.0,0.0,BILL99YS-HUB2C,'2010110801456194,-,2010-11-08 16:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081635268160,880-2120650660,880-2120650661,HKL2Z,2,成人,1,SZXHAK,HU7016,X,20101109,人民币,700.0,100.0,80.0,0.0,802.0,78.0,22.0,56.0,802.0,0.0,BILL99YS-HUB2C,'2010110801456349,-,2010-11-08 16:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081637358246,880-2120650845,880-2120650846,XEZQB,2,成人,1,NGBSZX,HU7314,Q,20101111,人民币,1400.0,100.0,140.0,0.0,1542.0,98.0,42.0,56.0,1542.0,0.0,BILL99YS-HUB2C,'2010110801456410,-,2010-11-08 16:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081642538406,880-2120651192,880-2120651192,ZF6HK,1,成人,1,HETSZX,HU7044,Q,20101109,人民币,1190.0,50.0,70.0,0.0,1250.0,60.0,36.0,24.0,1250.0,0.0,BILL99YS-HUB2C,'2010110801456530,-,2010-11-08 16:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081704569199,880-2120652458,880-2120652458,X4XH6,1,成人,1,HETSZX,HU7044,L,20101113,人民币,1490.0,50.0,70.0,0.0,1535.0,75.0,45.0,30.0,1535.0,0.0,BILL99YS-HUB2C,'2010110801457000,-,2010-11-08 17:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081711449442,880-2120652850,880-2120652853,T6B14,4,成人,1,CSXSZX,HU7186,Q,20101111,人民币,1760.0,200.0,160.0,0.0,1980.0,140.0,52.0,88.0,1980.0,0.0,BILL99YS-HUB2C,'2010110801457143,-,2010-11-08 17:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081713079486,880-2120652911,880-2120652911,LC9FZ,1,成人,1,XIYSZX,HU7883,U,20101114,人民币,730.0,50.0,70.0,0.0,791.0,59.0,22.0,37.0,791.0,0.0,BILL99YS-HUB2C,'2010110801457174,-,2010-11-08 17:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081725499936,880-2120653717,880-2120653718,LT8CZ,2,成人,1,CGOSZX,HU7754,U,20101109,人民币,1260.0,100.0,140.0,0.0,1398.0,102.0,38.0,64.0,1398.0,0.0,BILL99YS-HUB2C,'2010110801457426,-,2010-11-08 17:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081726129945,880-2120653777,880-2120653778,TPCYX,2,成人,1,LHWSZX,HU7743,L,20101110,人民币,2940.0,100.0,140.0,0.0,2974.0,206.0,88.0,118.0,2974.0,0.0,BILL99YS-HUB2C,'2010110801457447,-,2010-11-08 17:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081753451798,880-2120655043,880-2120655043,V3EQ2,1,成人,1,XIYSZX,HU7883,E,20101112,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110801457978,-,2010-11-08 17:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081803582097,880-2120655518,880-2120655518,TYVWN,1,成人,1,SZXNKG,HU7763,K,20101110,人民币,1100.0,50.0,70.0,0.0,1099.0,121.0,33.0,88.0,1099.0,0.0,BILL99YS-HUB2C,'2010110801458160,-,2010-11-08 18:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081819042486,880-2120655937,880-2120655938,TYRJX,2,成人,1,PEKSZX,HU7701,Y,20101109,人民币,3500.0,100.0,140.0,0.0,3354.0,386.0,106.0,280.0,3354.0,0.0,BILL99YS-HUB2C,'2010110801458339,-,2010-11-08 18:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081820582531,880-2120656073,880-2120656076,DGNW4,4,成人,1,SZXNGB,HU7721,M,20101110,人民币,3240.0,200.0,280.0,0.0,3364.0,356.0,96.0,260.0,3364.0,0.0,BILL99YS-HUB2C,'2010110801458384,-,2010-11-08 18:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081827322671,880-2120656265,880-2120656265,LTBTR,1,成人,1,CSXSZX,HU7186,F,20101111,人民币,1100.0,50.0,40.0,0.0,1091.0,99.0,33.0,66.0,1091.0,0.0,BILL99YS-HUB2C,'2010110801458469,-,2010-11-08 18:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081838102901,880-2120656668,880-2120656668,W4QNH,1,成人,1,SZXTSN,HU7204,X,20101109,人民币,930.0,50.0,70.0,0.0,948.0,102.0,28.0,74.0,948.0,0.0,BILL99YS-HUB2C,'2010110801458638,-,2010-11-08 18:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081909353551,880-2120657464,880-2120657465,W4P4X,2,成人,1,SZXPEK,HU7704,Y,20101111,人民币,3500.0,100.0,140.0,0.0,3354.0,386.0,106.0,280.0,3354.0,0.0,BILL99YS-HUB2C,'2010110801458940,-,2010-11-08 19:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090850288471,880-2120663465,880-2120663465,DDG80,1,成人,1,CTUSZX,HU7752,X,20101112,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010110901461336,-,2010-11-09 08:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090917189157,880-2120664316,880-2120664316,D0C03,1,成人,1,XIYSZX,HU7883,X,20101114,人民币,820.0,50.0,70.0,0.0,874.0,66.0,25.0,41.0,874.0,0.0,BILL99YS-HUB2C,'2010110901461751,-,2010-11-09 09:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090921509318,880-2120664538,880-2120664538,TNMV1,1,成人,1,XIYSZX,HU7871,E,20101115,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110901461834,-,2010-11-09 09:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090936289799,880-2120665171,880-2120665171,C5EST,1,成人,1,NKGSZX,HU7764,K,20101110,人民币,1100.0,50.0,70.0,0.0,1121.0,99.0,33.0,66.0,1121.0,0.0,BILL99YS-HUB2C,'2010110901462112,-,2010-11-09 09:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090940079917,880-2120665380,880-2120665380,VGF33,1,成人,1,NGBSZX,HU7314,M,20101115,人民币,810.0,50.0,70.0,0.0,874.0,56.0,24.0,32.0,874.0,0.0,BILL99YS-HUB2C,'2010110901462210,-,2010-11-09 09:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090944291093,880-2120665624,880-2120665625,VGETB,2,成人,1,SHESZX,HU7730,E,20101114,人民币,1820.0,100.0,140.0,0.0,1914.0,146.0,54.0,92.0,1914.0,0.0,BILL99YS-HUB2C,'2010110901462331,-,2010-11-09 09:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090949571287,880-2120666276,880-2120666276,J9G73,1,成人,1,NKGSZX,HU7764,M,20101111,人民币,970.0,50.0,70.0,0.0,1003.0,87.0,29.0,58.0,1003.0,0.0,BILL99YS-HUB2C,'2010110901462628,-,2010-11-09 10:00,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090951101334,880-2120666313,880-2120666313,CP6CH,1,成人,1,XIYSZX,HU7883,E,20101111,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110901462643,-,2010-11-09 10:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011090956501544,880-2120666340,880-2120666340,ZV59D,1,成人,1,SZXHRB,HU7717,E,20101114,人民币,980.0,50.0,70.0,0.0,993.0,107.0,29.0,78.0,993.0,0.0,BILL99YS-HUB2C,'2010110901462660,-,2010-11-09 10:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011091002021741,880-2120667348,880-2120667350,B17FE,3,成人,1,LHWSZX,HU7743,X,20101112,人民币,2940.0,150.0,210.0,0.0,3096.0,204.0,87.0,117.0,3096.0,0.0,BILL99YS-HUB2C,'2010110901463075,-,2010-11-09 10:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011091016362321,880-2120667474,880-2120667474,LSB5H,1,成人,1,TSNSZX,HU7203,Q,20101112,人民币,1110.0,50.0,70.0,0.0,1119.0,111.0,33.0,78.0,1119.0,0.0,BILL99YS-HUB2C,'2010110901463109,-,2010-11-09 10:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081128016509,880-2120683307,880-2120683311,JJHX0,5,成人,2,SZXHAK//HAKSZX,HU7018//HU7017,X//M,20101111//20101114,人民币,3800.0,500.0,400.0,0.0,4390.0,310.0,115.0,195.0,4390.0,0.0,ALIPAYB2B-HUB2C,'2010110901208879,-,2010-11-09 15:34,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081052095043,880-2120683340,880-2120683348,VQXM6,9,成人,2,SZXHAK//HAKSZX,HU7018//HU7017,X//M,20101111//20101114,人民币,6840.0,900.0,720.0,0.0,7902.0,558.0,207.0,351.0,7902.0,0.0,ALIPAYB2B-HUB2C,'2010110901208877,-,2010-11-09 15:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011100930328283,880-2120700410,880-2120700413,XD9Q1,4,成人,1,NKGSZX,HU7764,K,20101111,人民币,4400.0,200.0,280.0,0.0,4484.0,396.0,132.0,264.0,4484.0,0.0,BILL99YS-HUB2C,'2010111001475758,-,2010-11-10 09:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011100947408866,880-2120701317,880-2120701317,ZZD7L,1,成人,1,LHWSZX,HU7743,Q,20101111,人民币,1180.0,50.0,70.0,0.0,1218.0,82.0,35.0,47.0,1218.0,0.0,BILL99YS-HUB2C,'2010111001476121,-,2010-11-10 09:51,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101019361154,880-2120702982,880-2120702983,V9J26,2,成人,1,SZXSYX,HU7325,Y,20101118,人民币,1780.0,100.0,140.0,0.0,1824.0,196.0,54.0,142.0,1824.0,0.0,BILL99YS-HUB2C,'2010111001476788,-,2010-11-10 10:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101020211186,880-2120703102,880-2120703102,VT9WV,1,成人,1,CTUSZX,HU7752,X,20101121,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111001476836,-,2010-11-10 10:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101030041618,880-2120703582,880-2120703583,L6B61,2,成人,1,CTUSZX,HU7752,X,20101114,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111001477041,-,2010-11-10 10:31,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101031071664,880-2120703697,880-2120703700,X0VYM,4,成人,1,CTUSZX,HU7752,X,20101114,人民币,2840.0,200.0,280.0,0.0,3092.0,228.0,84.0,144.0,3092.0,0.0,BILL99YS-HUB2C,'2010111001477085,-,2010-11-10 10:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101031511697,880-2120703792,880-2120703792,Y4HJC,1,成人,1,NKGSZX,HU7764,M,20101112,人民币,970.0,50.0,70.0,0.0,1003.0,87.0,29.0,58.0,1003.0,0.0,BILL99YS-HUB2C,'2010111001477116,-,2010-11-10 10:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101033391790,880-2120703959,880-2120703959,DHDZJ,1,成人,1,CTUSZX,HU7752,Q,20101110,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111001477180,-,2010-11-10 10:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101039212016,880-2120704150,880-2120704151,TXQHE,2,成人,1,LHWSZX,HU7743,Q,20101113,人民币,2360.0,100.0,140.0,0.0,2436.0,164.0,70.0,94.0,2436.0,0.0,BILL99YS-HUB2C,'2010111001477268,-,2010-11-10 10:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101041502132,880-2120704306,880-2120704306,DHG1M,1,成人,1,SZXHAK,HU7018,Q,20101111,人民币,410.0,50.0,40.0,0.0,455.0,45.0,12.0,33.0,455.0,0.0,BILL99YS-HUB2C,'2010111001477326,-,2010-11-10 10:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101055032724,880-2120705144,880-2120705144,KNX52,1,成人,1,SZXNKG,HU7763,M,20101111,人民币,970.0,50.0,70.0,0.0,983.0,107.0,29.0,78.0,983.0,0.0,BILL99YS-HUB2C,'2010111001477683,-,2010-11-10 10:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101102173058,880-2120705761,880-2120705765,K8927,5,成人,1,SZXHAK,HU7018,X,20101113,人民币,1750.0,250.0,200.0,0.0,2005.0,195.0,55.0,140.0,2005.0,0.0,BILL99YS-HUB2C,'2010111001477949,-,2010-11-10 11:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101112393497,880-2120706674,880-2120706675,YF1W9,2,成人,1,CTUSZX,HU7328,X,20101111,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111001478145,-,2010-11-10 11:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101122273914,880-2120707083,880-2120707086,X3SW0,4,成人,1,SZXHAK,HU7018,X,20101113,人民币,1400.0,200.0,160.0,0.0,1604.0,156.0,44.0,112.0,1604.0,0.0,BILL99YS-HUB2C,'2010111001478372,-,2010-11-10 11:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101134084415,880-2120707931,880-2120707931,F7XZ6,1,成人,1,KWESZX,HU7742,Q,20101111,人民币,560.0,50.0,70.0,0.0,629.0,51.0,17.0,34.0,629.0,0.0,BILL99YS-HUB2C,'2010111001478664,-,2010-11-10 11:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101136264528,880-2120708073,880-2120708073,XZMMV,1,成人,1,SZXXIY,HU7874,X,20101128,人民币,820.0,50.0,70.0,0.0,849.0,91.0,25.0,66.0,849.0,0.0,BILL99YS-HUB2C,'2010111001478693,-,2010-11-10 11:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101149325084,880-2120708943,880-2120708943,EYTRK,1,成人,1,XMNSZX,HU7710,F,20101111,人民币,1190.0,50.0,40.0,0.0,1196.0,84.0,36.0,48.0,1196.0,0.0,BILL99YS-HUB2C,'2010111001479010,-,2010-11-10 11:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101150185116,880-2120708975,880-2120708976,Y0TFJ,2,成人,1,CSXSZX,HU7186,M,20101111,人民币,1020.0,100.0,80.0,0.0,1118.0,82.0,30.0,52.0,1118.0,0.0,BILL99YS-HUB2C,'2010111001479023,-,2010-11-10 11:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101208185810,880-2120709869,880-2120709869,JEYGX,1,成人,1,XMNSZX,HU7710,F,20101117,人民币,1190.0,50.0,40.0,0.0,1196.0,84.0,36.0,48.0,1196.0,0.0,BILL99YS-HUB2C,'2010111001479361,-,2010-11-10 12:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101213205973,880-2120710153,880-2120710153,HSHGG,1,成人,1,PEKSZX,HU7701,F,20101110,人民币,4030.0,50.0,70.0,0.0,3707.0,443.0,121.0,322.0,3707.0,0.0,BILL99YS-HUB2C,'2010111001479468,-,2010-11-10 12:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101218226160,880-2120710415,880-2120710415,X3G94,1,成人,1,SZXNGB,HU7721,L,20101113,人民币,870.0,50.0,70.0,0.0,894.0,96.0,26.0,70.0,894.0,0.0,BILL99YS-HUB2C,'2010111001479584,-,2010-11-10 12:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101237596809,880-2120711406,880-2120711406,HYNCT,1,成人,1,SZXKWE,HU7741,M,20101111,人民币,660.0,50.0,70.0,0.0,707.0,73.0,20.0,53.0,707.0,0.0,BILL99YS-HUB2C,'2010111001479979,-,2010-11-10 12:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101238576841,880-2120711492,880-2120711492,E4CFP,1,成人,1,SZXNGB,HU7313,X,20101110,人民币,580.0,50.0,70.0,0.0,637.0,63.0,17.0,46.0,637.0,0.0,BILL99YS-HUB2C,'2010111001480023,-,2010-11-10 12:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101241166912,880-2120711544,880-2120711544,BRJ54,1,成人,1,XMNSZX,HU7710,F,20101110,人民币,1190.0,50.0,40.0,0.0,1196.0,84.0,36.0,48.0,1196.0,0.0,BILL99YS-HUB2C,'2010111001480045,-,2010-11-10 12:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101342528840,880-2120713978,880-2120713978,T4SFJ,1,成人,1,NKGSZX,HU7764,X,20101116,人民币,690.0,50.0,70.0,0.0,748.0,62.0,21.0,41.0,748.0,0.0,BILL99YS-HUB2C,'2010111001481051,-,2010-11-10 13:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101350589070,880-2120714318,880-2120714318,WTSD3,1,成人,1,SZXNGB,HU7721,H,20101111,人民币,990.0,50.0,70.0,0.0,1001.0,109.0,30.0,79.0,1001.0,0.0,BILL99YS-HUB2C,'2010111001481183,-,2010-11-10 13:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101413539810,880-2120715444,880-2120715444,ETKJY,1,成人,1,NGBSZX,HU7722,F,20101111,人民币,1740.0,50.0,70.0,0.0,1721.0,139.0,52.0,87.0,1721.0,0.0,BILL99YS-HUB2C,'2010111001481626,-,2010-11-10 14:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101429191375,880-2120716122,880-2120716122,C91JD,1,成人,1,CSXSZX,HU7186,M,20101111,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010111001481859,-,2010-11-10 14:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101431341479,880-2120716319,880-2120716319,G1FYS,1,成人,1,SZXXIY,HU7872,X,20101119,人民币,820.0,50.0,70.0,0.0,849.0,91.0,25.0,66.0,849.0,0.0,BILL99YS-HUB2C,'2010111001481948,-,2010-11-10 14:34,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101437501681,880-2120716534,880-2120716534,XXHNC,1,成人,1,NKGSZX,HU7764,Y,20101111,人民币,1380.0,50.0,70.0,0.0,1376.0,124.0,41.0,83.0,1376.0,0.0,BILL99YS-HUB2C,'2010111001482029,-,2010-11-10 14:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101523563213,880-2120719626,880-2120719626,G0P98,1,成人,1,NGBSZX,HU7722,L,20101115,人民币,870.0,50.0,70.0,0.0,929.0,61.0,26.0,35.0,929.0,0.0,BILL99YS-HUB2C,'2010111001482964,-,2010-11-10 15:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101527173337,880-2120719669,880-2120719669,K8KM4,1,成人,1,SZXHAK,HU7018,X,20101113,人民币,350.0,50.0,40.0,0.0,401.0,39.0,11.0,28.0,401.0,0.0,BILL99YS-HUB2C,'2010111001483182,-,2010-11-10 15:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101540163802,880-2120719933,880-2120719933,GCD1L,1,成人,1,HETSZX,HU7044,Y,20101111,人民币,1980.0,50.0,70.0,0.0,2001.0,99.0,59.0,40.0,2001.0,0.0,BILL99YS-HUB2C,'2010111001483276,-,2010-11-10 15:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101546464041,880-2120720292,880-2120720292,EQ1E4,1,成人,1,TSNSZX,HU7203,Q,20101116,人民币,1110.0,50.0,70.0,0.0,1119.0,111.0,33.0,78.0,1119.0,0.0,BILL99YS-HUB2C,'2010111001483405,-,2010-11-10 15:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101604464693,880-2120722360,880-2120722360,GGF0X,1,成人,1,SZXXMN,HU7709,Y,20101111,人民币,790.0,50.0,40.0,0.0,793.0,87.0,24.0,63.0,793.0,0.0,BILL99YS-HUB2C,'2010111001484205,-,2010-11-10 16:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101548574115,880-2120722318,880-2120722318,LNHC7,1,成人,1,CTUSZX,HU7752,M,20101112,人民币,990.0,50.0,70.0,0.0,1030.0,80.0,30.0,50.0,1030.0,0.0,BILL99YS-HUB2C,'2010111001484187,-,2010-11-10 16:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101610574921,880-2120722449,880-2120722451,W10C6,3,成人,1,SZXWUH,HU7729,Q,20101112,人民币,1770.0,150.0,210.0,0.0,1935.0,195.0,54.0,141.0,1935.0,0.0,BILL99YS-HUB2C,'2010111001484239,-,2010-11-10 16:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101608444847,880-2120722414,880-2120722414,Z20GD,1,成人,1,CSXSZX,HU7186,Q,20101114,人民币,440.0,50.0,40.0,0.0,495.0,35.0,13.0,22.0,495.0,0.0,BILL99YS-HUB2C,'2010111001484226,-,2010-11-10 16:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101618405201,880-2120722480,880-2120722480,EGY8D,1,成人,1,SZXHAK,HU7016,L,20101114,人民币,520.0,50.0,40.0,0.0,552.0,58.0,16.0,42.0,552.0,0.0,BILL99YS-HUB2C,'2010111001484266,-,2010-11-10 16:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101636005775,880-2120722965,880-2120722965,Z2258,1,成人,1,LHWSZX,HU7743,Q,20101112,人民币,1180.0,50.0,70.0,0.0,1218.0,82.0,35.0,47.0,1218.0,0.0,BILL99YS-HUB2C,'2010111001484408,-,2010-11-10 16:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101650496336,880-2120724279,880-2120724279,KJY07,1,成人,1,SZXHAK,HU7018,Q,20101116,人民币,410.0,50.0,40.0,0.0,455.0,45.0,12.0,33.0,455.0,0.0,BILL99YS-HUB2C,'2010111001484900,-,2010-11-10 16:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101656236561,880-2120724337,880-2120724337,TWSTB,1,成人,1,NKGSZX,HU7764,B,20101111,人民币,1240.0,50.0,70.0,0.0,1249.0,111.0,37.0,74.0,1249.0,0.0,BILL99YS-HUB2C,'2010111001484928,-,2010-11-10 16:59,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101704536822,880-2120724708,880-2120724708,BJQSY,1,成人,1,PEKSZX,HU7703,K,20101112,人民币,1400.0,50.0,70.0,0.0,1380.0,140.0,42.0,98.0,1380.0,0.0,BILL99YS-HUB2C,'2010111001485069,-,2010-11-10 17:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101712137055,880-2120725237,880-2120725238,TGCCH,2,成人,1,SZXNGB,HU7313,X,20101113,人民币,1160.0,100.0,140.0,0.0,1274.0,126.0,34.0,92.0,1274.0,0.0,BILL99YS-HUB2C,'2010111001485270,-,2010-11-10 17:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101725237475,880-2120725852,880-2120725852,DJH64,1,成人,1,NKGSZX,HU7764,B,20101111,人民币,1240.0,50.0,70.0,0.0,1249.0,111.0,37.0,74.0,1249.0,0.0,BILL99YS-HUB2C,'2010111001485486,-,2010-11-10 17:26,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101728327549,880-2120726006,880-2120726012,Z2LEV,7,成人,1,SZXHAK,HU7018,Y,20101110,人民币,4830.0,350.0,280.0,0.0,4928.0,532.0,147.0,385.0,4928.0,0.0,BILL99YS-HUB2C,'2010111001485570,-,2010-11-10 17:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101743337976,880-2120726802,880-2120726805,F44QP,4,成人,1,NKGSZX,HU7764,M,20101114,人民币,3880.0,200.0,280.0,0.0,4012.0,348.0,116.0,232.0,4012.0,0.0,BILL99YS-HUB2C,'2010111001485824,-,2010-11-10 17:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101755298321,880-2120727425,880-2120727425,K3V1L,1,成人,1,SZXTYN,HU7326,E,20101121,人民币,620.0,50.0,70.0,0.0,671.0,69.0,19.0,50.0,671.0,0.0,BILL99YS-HUB2C,'2010111001486062,-,2010-11-10 17:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101759188438,880-2120727561,880-2120727562,TYQGF,2,成人,1,SZXCKG,HU7057,E,20101124,人民币,1020.0,100.0,140.0,0.0,1148.0,112.0,30.0,82.0,1148.0,0.0,BILL99YS-HUB2C,'2010111001486107,-,2010-11-10 18:00,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101801368508,880-2120727691,880-2120727692,J0V0X,2,成人,1,KWESZX,HU7742,M,20101112,人民币,1320.0,100.0,140.0,0.0,1428.0,132.0,40.0,92.0,1428.0,0.0,BILL99YS-HUB2C,'2010111001486149,-,2010-11-10 18:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101837579377,880-2120728841,880-2120728842,C42RZ,2,成人,1,SZXXIY,HU7884,U,20101113,人民币,1460.0,100.0,140.0,0.0,1540.0,160.0,44.0,116.0,1540.0,0.0,BILL99YS-HUB2C,'2010111001486652,-,2010-11-10 18:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101846149521,880-2120729145,880-2120729145,EQ9RQ,1,成人,1,KWESZX,HU7742,K,20101114,人民币,750.0,50.0,70.0,0.0,794.0,76.0,23.0,53.0,794.0,0.0,BILL99YS-HUB2C,'2010111001486737,-,2010-11-10 18:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101923311147,880-2120729972,880-2120729973,JRPX8,2,成人,1,KWESZX,HU7742,K,20101114,人民币,1500.0,100.0,140.0,0.0,1588.0,152.0,46.0,106.0,1588.0,0.0,BILL99YS-HUB2C,'2010111001487094,-,2010-11-10 19:26,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011101930311300,880-2120730175,880-2120730175,D626V,1,成人,1,CSXSZX,HU7186,M,20101111,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010111001487182,-,2010-11-10 19:34,B@TAISHEN888,B@TAISHEN888,购票,-,-
